번호,제목,생산일,조회수,내용번호
1377,서대문구 캐치프레이즈는 무엇입니까?,2009-10-14,154,2897267
1376,그린피아-도봉안전기동대가 하는일은 무엇입니까?,2009-10-14,551,2895470
1375,IPTV의 필요성은 무엇입니까?,2009-10-14,305,2897475
1374,IPTV 프로그램 운영내역은 어떻게 됩니까?,2009-10-14,147,2897553
1373,IPTV 편성주기는 어떻게 됩니까?,2009-10-14,147,2897552
1372,전입신고 없이 사는 세입자 도 주거이전비 받을 수 있나요 ?,2009-10-14,1378,2896766
1371,경의제2녹지조성사업 세입자 보상은 완료되었나요?,2009-10-14,602,2896765
1370,북아현뉴타운 3구역내 도로 점용자의 불하는,2009-10-14,483,2896763
1369,대우공무원으로 선발될수 없는자는?,2009-10-14,693,2895938
1368,공무원 행동강령 위반사항은 익명으로도 접수하나요?,2009-10-14,314,2897548
1367,공무원이 민원신청을 위해 방문한 민원인에게 종교를 권유할 수 있나요?,2009-10-14,175,2897529
1366,주택과의 복합건축이란?,2009-10-14,4113,2895273
1365,"(도봉구 건설기계조종사면허) 건설기계관리법 시행규칙 제73조에는 운전면허증으로 운행이 가능한 건설기계는 6종이라고 되어 있지만, 도로교통법 시행규칙 제53조에는 제1종 대형-보통면허로 &amp;apos;도로를 운행하는 3톤 미만의 지게차&amp;apos;도 운행이 가능하다고 명시되어 있습니다. 운전면허증만으로 3톤미만 지게차 운행이 가능하다면, 조종사면허증을 발급할 필요가 없는 건데...어느 것이 맞는지요?",2009-10-14,4497,2897764
1364,공무원이 특정 종교를 선전할 수 있나요?,2009-10-14,137,2897521
1363,육교 조명등이 소등되어 통행에 불편합니다.,2009-10-14,175,2895114
1362,"마포로 4,5구역 도시정비형 재개발구역 내 건축행위가 가능한가요?",2009-10-14,1348,2897696
1361,보증가능금액 확인서란??,2009-10-14,1314,2895068
1360,(도봉구 건설기계조종사면허) 타워크레인 조종사면허 발급시 산업안전보건법에 의한 교육이수증으로 면허발급이 가능한지요.,2009-10-14,2164,2897763
1359,"(도봉구 건설기계조종사면허) 전동식 솔리드타이어를 장착한 지게차의 등록, 조종면허등에 건설기계관리법령이 적용되나요?",2009-10-14,1320,2897762
1358,개명했는데 건축물대장의 소유주 이름을 바꿔주세요.,2009-10-14,1357,2897417
1357,학도암?,2009-10-14,726,2898426
1356,각심재(恪心齋) - 서울시 민속자료 제16호,2009-10-14,570,2898425
1355,아차산일대 보루군(수락산 보루) - 사적 제 455호에 대해 설명해 주세요.,2009-10-14,946,2898424
1354,태릉ㆍ강릉 - 사적 제201호는?,2009-10-14,537,2898423
1353,공무원들의 동호회 모임에 공용차량을 지원할 수 있는지요?,2009-10-14,186,2897537
1352,공무원이 공용차량을 사적으로 이용하면 되나요?,2009-10-14,311,2897535
1351,"공개공지,공개공간 확보 대상 건축물",2009-10-14,1659,2895960
1350,현황측량성과도를 반드시 첨부해야 하나요?,2009-10-14,4660,2897414
1349,집합건축물을 일반건축물로 변경하기 위한 절차,2009-10-14,3376,2897413
1348,은평청소년수련관의 청소년상담사업은,2009-10-13,1786,2895365
1347,결혼이민자 1:1 멘토링 서비스는 무엇인가요?,2009-10-13,374,2895792
1346,아파트 관리사무소장으로 재직 중 명예훼손죄로 벌금형을 선고받는 경우 자격취소 사유가 되는지?,2009-10-13,569,2897334
1345,서울그라티아오케스트라의 음악 성격은?,2009-10-13,739,2896762
1344,집합건축물이란 무엇인가요?,2009-10-13,8631,2897172
1343,건축물대장에 나와 있는 건물가격을 변경하고 싶습니다.,2009-10-13,815,2897412
1342,공사용자재 분리발주(관급자재),2009-10-13,1215,2894657
1341,말소건축물대장이란 무엇인가요?,2009-10-13,5456,2897173
1340,은평문인협회 대표자 및 회원수는?,2009-10-13,387,2896176
1339,공동주택의 세대 강제환기시설?,2009-10-13,760,2894656
1338,최대개발규모에 대한 경미한 변경사항?,2009-10-13,623,2895113
1337,용도폐지되는 공공용지는 공공용지 부담비율(면적)에 포함되는지?,2009-10-13,257,2895112
1336,불광천 벽천분수에 있는 조형물 이름은?,2009-10-13,711,2896624
1335,대체에너지 설치대상 건축물,2009-10-13,299,2894655
1334,가족수당(직계비속)의 연령요건은?,2009-10-13,643,2896662
1333,가족수당(직계존속)의 연령요건은?,2009-10-13,857,2896661
1332,스키장업 시설 설치 기준은?,2009-10-13,568,2895469
1331,가족수당의 지급요건은?,2009-10-13,143,2896660
1330,공공청사에 대하여 구청장이 결정할 수 있는 범위는 ?,2009-10-13,163,2896108
1329,의료기관에서 진료기록부 사본을 발급 받으려면 어떻게 해야되나요 ?,2009-10-13,3260,2896245
1328,건축물이 증축되어 기재신청서를 제출하려고 하는데 서식이 없습니다.,2009-10-13,910,2897410
1327,"구립, 민간, 가정어린이집 차이점은?",2009-10-13,11953,2897409
1326,은평구 관내 수색로 구간은 ?,2009-10-13,151,2896047
1325,은평뉴타운의 실개천 조성 규모는?,2009-10-13,643,2895111
1324,토지분할로 인하여 지번이 변경될 경우 대지소유자의 동의서 첨부여부.,2009-10-13,1222,2896046
1323,구에서 도시계획위원회를 구성하여 운영하고 있나요?,2009-10-13,215,2897695
1322,어린이집에서 현금영수증 발급가능한가요?,2009-10-13,3766,2897408
1321,도정법에서 토지등소유자에게 공개토록 되어 있는 서류 등은 무엇이 있습니까?,2009-10-13,205,2896106
1320,저수지의 정의,2009-10-13,463,2896369
1319,매칭자금은 언제 입금합니까?,2009-10-13,326,2895560
1318,유수지의 정의,2009-10-13,648,2896386
1317,청소년수련시설 결정기준,2009-10-13,620,2896370
1316,[이재민판정]이재민 판정은 누가 합니까?,2009-10-13,645,2896568
1315,서울소재 노인시험감독관 사업수행기관은?,2009-10-13,232,2897760
1314,이자는 언제 받을 수 있나요?,2009-10-13,308,2895558
1313,총괄사업관리자인 sh공사가 하는 일은?,2009-10-13,599,2896105
1312,(은평구)행정정보 공동이용시 제약사항이 있나요?,2009-10-13,217,2895248
1311,단지안의 시설 이란?,2009-10-13,328,2897333
1310,당겨결제는 어떻게 하는 건가요?,2009-10-13,1122,2896761
1309,자치구세에는 어떠한게 있나요?,2009-10-13,5,25321865
1308,토지90제곱미터 미만인 공유지분 소유자의 공동분양 신청 여부,2009-10-13,1372,2895455
1307,식품제조가공업소가 자가품질검사를 실시하지 않은 경우 행정처분 기준은?,2009-10-13,1238,2898270
1306,북아현2 재정비촉진구역 아파트 신축 건축규모는?,2009-10-13,443,2896006
1305,독신자용 주택이란?,2009-10-13,1508,2894631
1304,벽화 그림의 주제는 어떠한 것도 상관없나요?,2009-10-13,615,2897694
1303,의료시설이란?,2009-10-13,2808,2894633
1302,주민공동시설이란?,2009-10-13,4982,2894632
1301,가정폭력상담소의 장이 비치해야 할 재무회계 서류는?,2009-10-13,566,2895029
1300,민간 건축물 디자인심의 대상과 신청방법 및 제출서류는 어떻게 되나요?,2009-10-13,362,2897596
1299,입주자 저축제도에는 무엇이 있나요?,2009-10-13,2520,2897332
1298,모래내 경관사업이라고 들은것 같은데 어떠한 사업인가요?,2009-10-13,185,2897692
1297,상속에 의한 분양가 합산 가능한가?,2009-10-13,243,2895458
1296,연대 건너편 가도교에 벽화를 그리고 싶은데 어떻게 해야하나요?,2009-10-13,393,2897691
1295,주택에 입주할 수 있는 요건은?,2009-10-13,148,2896005
1294,비디오물소극장에 청소년출입동의서에 기재되어야 할 사항은 무엇인가요?,2009-10-13,494,2896131
1293,주거환경개선지구은 언제 지구지정 되어나,2009-10-13,328,2897826
1292,상가세입자에 대한 주거이전비 지급 여부,2009-10-13,749,2895457
1291,조망가로미관지구의 건축물 높이는?,2009-10-13,581,2896103
1290,무단점용이란?,2009-10-13,1730,2897405
1289,서대문구 거리벽화 사업,2009-10-13,656,2897690
1288,수색2구역 시장 명칭은,2009-10-13,412,2896102
1287,가정폭력관련 종사자가 대학출강은 겸직으로 보는지?,2009-10-13,447,2895027
1286,조망가로미관지구?,2009-10-13,1190,2896101
1285,노원구 어린이 사이버교실이 어떤거죠 ?,2009-10-13,1348,2897225
1284,i-사랑카드 이용자의 자격변경에 따라 카드재발급이 필요한가?,2009-10-13,285,2896759
1283,광고도장기능사,2009-10-13,273,2895847
1282,시공업자가 옥외광고업자가 아닐경우,2009-10-13,164,2895878
1281,옥외광고업 등록 및 창문에 LED 문자형 설치관련,2009-10-13,271,2895876
1280,옥외광고대행업 해당여부,2009-10-13,1899,2895873
1279,"옥외광고업 등록,변경,폐업시 전국시군구 통보처리",2009-10-13,229,2895872
1278,정보통신유지보수 용역을 위한 자격은 있나요?,2009-10-13,163,2895246
1277,관광버스(전세버스) 외부 측면광고 가능 여부,2009-10-13,1326,2895868
1276,인증유보 및 불인증시설이 재참여 할 수 있나요?,2009-10-13,261,2896196
1275,입법예고는 무엇을 예고하나요?,2009-10-13,272,2898309
1274,신용불량자의 경우 신용카드 발급 처리는 어떻게 해야하나요?,2009-10-13,4292,2896758
1273,조합임원의 선임 및 해임을 대의원회로 할수있는지,2009-10-13,150,2897708
1272,옥외광고업자 교육 미이수자 과태료 부과관련,2009-10-13,482,2895867
1271,시공자 선정시 경쟁입찰의 방법은,2009-10-13,80,2897707
1270,구청에서 각종 안내를 문자로도 알려 줍니까?,2009-10-13,184,2897759
1269,가정폭력 보호시설 입소기간은?,2009-10-13,1144,2895023
1268,보육교사의 근무시간?,2009-10-13,1282,2896195
1267,대표자 변경시에도 어린이 놀이시설 설치검사를 받아야 하나요?,2009-10-13,343,2895289
1266,조합임원이 같은 목적의 정비사업을 하는 다른 조합의 임원이 될수 있읍니까?,2009-10-13,81,2896100
1265,조합임원 수의 법정기준은?,2009-10-13,88,2897706
1264,어린이집에 조리사가 꼭 있어야 하나요?,2009-10-13,684,2895209
1263,퇴소 후 입소료 반환받을 수 있나요?,2009-10-13,540,2896194
1262,공간정보란 무엇인가?,2009-10-13,696,2894647
1261,건축한계선은 무엇인가요?,2009-10-13,2283,2896045
1260,소로의 종류는?,2009-10-13,846,2897688
1259,중로의 종류는?,2009-10-13,1510,2897673
1258,광로의 종류는?,2009-10-13,1127,2897672
1257,주홍날개 꽃매미란?,2009-10-13,1860,2898245
1256,은평구 청사 방송시스템은 어떻게 구성되어 있습니까?,2009-10-13,107,2895230
1255,"은평구 공동주택 단지, 세대수 현황을 알고싶습니다.",2009-10-13,348,2898308
1254,주거환경개선지구 내 건축허가 시 국민주택 채권 여부,2009-10-13,836,2897825
1253,북한산생태공원은 어디에 있습니까?,2009-10-13,1770,2898422
1252,최고고도지구란 무엇 인가요?,2009-10-13,1202,2896044
1251,불광주거환경개선지구 내 주택개량대상 현황,2009-10-13,392,2897822
1250,녹번주거환경개선지구 내 주택개량대상 현황,2009-10-13,912,2897821
1249,만약 보상가격에 이의가 있으면 어떻게 해야 되나요?,2009-10-13,143,2896098
1248,조합원 소유의 토지.건물의 보상가격은 어떻게 결정하나요?,2009-10-13,105,2896097
1247,자동차극장 시설기준은 어떻게 되나요?,2009-10-13,1826,2896174
1246,임대주택은 누가 공급하며 또 관리는 누가 하나요?,2009-10-13,194,2896095
1245,서울놀이마당 문화예술공연,2009-10-13,5171,2896407
1244,응암4-2구역 확정구역 지번,2009-10-13,520,2896602
1243,건설공사대장 통보란?,2009-10-13,1171,2894719
1242,은평구 상징조형물 에코팟은 어디에 설치되어 있나요?,2009-10-13,385,2896622
1241,송파구민회관 수요무대,2009-10-13,1382,2896917
1240,추진위원에 감사가 포함되나요?,2009-10-13,106,2896093
1239,준공대금 지급일은?,2009-10-13,252,2894816
1238,하자만료검사란?,2009-10-13,995,2894720
1237,임대주택 자격요건은?,2009-10-13,272,2896092
1236,하자검사 시기는?,2009-10-13,230,2894815
1235,하자보수란?,2009-10-13,2066,2894814
1234,준공검사 기간은?,2009-10-13,3885,2894813
1233,기초공사 사전준비 사항은 ?,2009-10-13,104,2894812
1232,지체상금이란?,2009-10-13,237,2894811
1231,토공사의 낙석예방 방안은 ?,2009-10-13,178,2894810
1230,소요자재 수급방법 변경 방법은?,2009-10-13,229,2894809
1229,녹번동 1-3구역 임대아파트 건립 세대수?,2009-10-13,389,2896588
1228,주택가 토목공사에 따른 교통안전 방안은 ?,2009-10-13,135,2894808
1227,설계변경 사유는?,2009-10-13,1260,2894729
1226,콘크리트 균열보수시 유희사항은 ?,2009-10-13,246,2894728
1225,착공 및 공종보고내용은?,2009-10-13,525,2894727
1224,여행방(동아리 활동 장소) 이용 안내(송파구청 지하1층),2009-10-13,357,2895324
1223,공사현장대리인이란?,2009-10-13,2151,2894726
1222,유도신호 작업시 유의사항은 ?,2009-10-13,249,2894725
1221,주거환경개선지구 내 건축허가 가능 여부,2009-10-13,1748,2897820
1220,콘크리트 타설시 점검사항은 ?,2009-10-13,678,2894724
1219,공사손해보험이란?,2009-10-13,2038,2894723
1218,기능직 공무원은 현재 몇명인가요?,2009-10-13,228,2896755
1217,거푸집 동바리 설치시 무게 계산 검토사항은 ?,2009-10-13,722,2894722
1216,거푸집 동바리 점검사항은 ?,2009-10-13,480,2894721
1215,계약보증금이란?,2009-10-13,1444,2894738
1214,계약문서란?,2009-10-13,410,2894737
1213,공사의 산출내역서란?,2009-10-13,3548,2894736
1212,공종별 목적물 물량내역서란?,2009-10-13,2000,2894735
1211,설계서란?,2009-10-13,1291,2894734
1210,서대문구 위원회는 몇개인가요?,2009-10-13,151,2897261
1209,낙하물 방지망(철망) 설치시 유의사항은 ?,2009-10-13,1077,2894732
1208,계약담당자란?,2009-10-13,970,2894731
1207,사다리 사용시 점검사항은 ?,2009-10-13,543,2894730
1206,비계조립 및 해체시 유희사항은 ?,2009-10-13,272,2894747
1205,철골공사에 필요한 안전설비는 ?,2009-10-13,268,2894746
1204,안정망 설치시 유의점은?,2009-10-13,198,2894745
1203,도로율이란 무엇인가요?,2009-10-13,202,2894485
